Geneid,SRR31110490,SRR31110491,SRR31110500,SRR31110501,SRR31110510,SRR31110511,SRR31110520,SRR31110521,SRR31110528,SRR31110533,SRR31110538,SRR31110543
ENSG00000272931,2,4,9,3,4,0,6,1,10,10,0,4
ENSG00000143190,724,648,325,166,924,389,569,910,1273,497,669,785
ENSG00000225475,4,0,5,4,6,0,0,2,2,0,0,8
ENSG00000232223,0,0,5,2,0,0,0,0,1,10,0,4
ENSG00000224468,3,6,8,0,6,0,1,0,7,6,6,9
ENSG00000232551,0,2,0,0,0,0,0,0,0,4,0,2
ENSG00000238270,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000236025,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000230704,0,0,6,2,0,0,2,0,0,6,0,4
ENSG00000286754,3,3,7,3,2,0,0,0,1,6,4,6
ENSG00000143171,34,38,63,49,94,36,32,48,56,128,30,99
ENSG00000275767,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000047410,2111,2017,791,417,2799,1108,1684,2832,3393,1362,1943,2821
ENSG00000171806,16,20,6,6,35,18,18,40,71,25,14,25
ENSG00000134216,2,3,23,29,0,0,4,2,0,33,3,10
ENSG00000230748,3,0,10,8,0,0,0,1,0,21,0,2
ENSG00000238108,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000135842,87,116,73,52,95,42,79,122,100,171,36,268
ENSG00000287472,0,2,9,1,0,0,0,4,0,6,0,2
ENSG00000241318,0,0,5,1,0,0,2,4,0,10,0,6
ENSG00000228238,8,12,11,8,42,18,12,15,33,14,36,14
ENSG00000232393,0,0,12,4,0,2,0,0,2,7,0,4
ENSG00000184155,0,0,8,1,3,0,0,0,2,4,0,4
ENSG00000058085,14,6,42,25,25,13,7,17,6,67,11,37
ENSG00000232917,0,1,6,0,1,0,0,0,0,4,0,0
ENSG00000233057,0,2,6,4,0,0,0,2,0,10,0,0
ENSG00000143167,6,0,40,11,1,2,0,4,3,53,1,16
ENSG00000143184,0,8,4,2,0,0,0,8,0,6,0,9
ENSG00000224691,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000233626,0,1,2,0,2,2,2,3,4,4,0,2
ENSG00000143228,14,10,30,14,4,7,8,7,13,8,10,21
ENSG00000231714,1,1,0,1,0,0,1,0,0,4,0,0
ENSG00000116833,19,10,40,19,0,3,5,4,6,44,4,26
ENSG00000000457,138,114,52,45,82,58,112,143,180,68,101,132
ENSG00000285638,0,2,16,2,1,0,1,2,0,14,0,4
ENSG00000230987,0,0,6,4,2,2,0,1,2,12,2,4
ENSG00000228167,0,0,0,0,4,0,0,0,0,2,0,2
ENSG00000150732,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000157064,1530,1310,328,181,3051,1210,1087,1886,2165,217,2285,518
ENSG00000288139,0,0,6,2,2,2,0,0,0,6,0,0
ENSG00000059588,652,526,119,68,594,220,442,876,918,137,549,358
ENSG00000162782,56,40,26,28,41,12,40,44,71,30,0,21
ENSG00000238051,1,0,0,0,0,0,0,0,2,2,0,0
ENSG00000233196,0,2,0,3,13,10,0,4,4,0,8,2
ENSG00000229220,0,0,6,0,0,0,0,0,0,4,0,2
ENSG00000227747,0,0,6,4,0,0,2,0,0,9,0,4
ENSG00000228081,0,0,2,2,0,0,0,0,0,2,0,0
ENSG00000228020,2,0,2,2,4,4,2,2,2,2,2,0
ENSG00000234975,34,19,7,4,58,15,19,34,70,44,38,25
ENSG00000162851,25,40,17,18,49,25,28,69,56,12,20,33
ENSG00000271427,14,2,8,4,0,0,4,4,12,0,2,4
ENSG00000143353,249,253,30,30,172,66,187,306,226,46,64,218
ENSG00000197965,373,335,156,115,325,145,261,468,307,280,173,407
ENSG00000143493,173,174,54,22,232,113,132,232,382,54,129,189
ENSG00000230777,3,5,5,3,4,0,1,7,7,1,5,0
ENSG00000179397,57,49,13,11,33,22,46,72,91,42,36,71
ENSG00000224540,0,0,15,4,2,0,0,0,0,18,0,4
ENSG00000186197,0,0,22,14,0,1,0,0,0,36,1,12
ENSG00000229067,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000261182,0,0,4,2,0,0,0,0,0,2,0,0
ENSG00000162670,120,139,81,51,246,99,128,184,361,66,231,90
ENSG00000225712,0,0,4,2,2,0,0,1,2,6,0,2
ENSG00000162761,8,0,24,24,0,0,2,14,2,35,0,16
ENSG00000143199,29,17,52,39,73,26,6,20,21,97,7,52
ENSG00000007908,1,4,43,37,24,8,8,11,18,108,8,30
ENSG00000092978,299,322,70,52,344,132,216,454,348,121,223,222
ENSG00000188404,62,60,30,16,50,16,36,81,124,36,11,105
ENSG00000274702,0,0,0,2,0,0,0,0,0,2,0,4
ENSG00000226211,0,0,2,0,0,0,0,0,0,0,0,2
ENSG00000203697,7,8,60,43,14,2,13,8,5,72,2,33
ENSG00000116574,891,797,177,135,382,164,666,1104,1373,248,342,855
ENSG00000143248,1376,1335,272,118,974,351,1082,1777,1967,1133,532,1899
ENSG00000162814,137,161,19,19,23,8,115,180,12,23,11,15
ENSG00000225172,6,1,12,3,1,0,2,11,5,6,2,3
ENSG00000261642,2,0,21,8,2,6,8,0,0,6,8,4
ENSG00000228239,0,0,0,3,0,0,0,0,0,2,0,1
ENSG00000237283,2,0,15,13,0,0,0,2,0,14,2,4
ENSG00000116132,420,418,165,106,93,31,361,574,219,126,30,705
ENSG00000229242,1,1,1,1,0,0,2,1,0,0,1,0
ENSG00000152092,1934,1906,717,464,2722,1026,1470,2460,2180,1057,1599,1576
ENSG00000234984,2,0,11,6,0,0,0,0,2,15,0,6
ENSG00000229983,3,1,2,7,0,0,4,2,0,6,0,0
ENSG00000225122,0,0,6,12,0,0,0,0,0,4,0,2
ENSG00000225920,46,57,19,3,41,23,31,66,77,26,34,77
ENSG00000143476,1,6,32,16,4,0,3,6,10,49,5,8
ENSG00000057252,259,233,74,69,324,131,201,332,391,206,133,452
ENSG00000285718,0,0,0,2,0,0,0,4,4,12,0,0
ENSG00000233018,0,0,2,2,6,0,0,0,2,8,2,2
ENSG00000224783,4,2,24,8,0,0,2,4,0,14,0,4
ENSG00000162852,272,244,114,62,739,305,253,361,658,146,681,268
ENSG00000268062,2,1,2,1,2,0,1,0,0,6,2,2
ENSG00000116962,129,114,90,58,194,90,102,135,196,385,93,279
ENSG00000229757,2,0,2,6,0,0,2,0,2,13,0,2
ENSG00000220749,10,5,8,8,4,2,8,9,7,4,2,5
ENSG00000181450,278,277,93,57,182,93,244,433,338,110,129,268
ENSG00000225300,4,6,30,10,13,0,10,6,6,22,2,8
ENSG00000223842,15,32,12,17,14,4,15,19,26,10,12,25
ENSG00000143355,1,9,71,41,1,0,6,16,5,76,2,37
ENSG00000237193,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223490,2,1,19,0,2,4,0,0,0,2,0,2
ENSG00000174502,42,43,123,49,14,5,37,53,44,123,16,48
ENSG00000143195,362,365,350,208,928,350,313,494,715,306,557,583
ENSG00000162849,177,235,285,145,364,115,162,276,326,313,252,211
ENSG00000232824,1,0,2,0,5,1,2,4,3,8,0,3
ENSG00000067533,275,262,63,37,200,88,178,380,323,57,144,133
ENSG00000228955,3,0,4,4,4,5,4,5,0,4,3,5
ENSG00000224702,0,0,0,0,0,0,1,0,0,5,0,0
ENSG00000271811,35,33,38,29,21,2,17,30,22,30,10,65
ENSG00000224278,0,0,0,0,0,0,0,0,2,5,0,2
ENSG00000226486,0,0,0,0,0,0,0,1,0,8,0,2
ENSG00000227687,0,0,7,3,0,0,0,0,2,6,0,1
ENSG00000231814,34,39,17,5,1,0,34,71,2,19,2,2
ENSG00000277007,33,59,22,16,84,20,35,79,55,26,44,61
ENSG00000229016,2,2,0,0,0,0,0,14,0,2,0,2
ENSG00000152104,374,357,417,257,710,309,267,563,355,517,319,582
ENSG00000117650,8,17,6,11,8,0,1,12,5,26,4,10
ENSG00000203724,2,6,3,1,2,4,8,2,4,4,2,6
ENSG00000225006,0,0,4,6,0,0,0,0,1,4,0,0
ENSG00000223375,0,0,0,0,0,0,0,0,4,0,0,1
ENSG00000230714,4,10,4,2,0,0,0,8,2,0,0,2
ENSG00000173726,975,928,165,100,1153,500,687,1331,2123,218,850,727
ENSG00000282852,0,0,5,0,0,0,0,0,0,7,2,2
ENSG00000152382,123,100,22,28,116,71,92,156,238,31,93,105
ENSG00000232100,5,1,10,6,0,0,0,0,0,7,0,3
ENSG00000230547,0,8,2,0,0,0,2,0,0,4,0,2
ENSG00000232215,10,21,6,4,22,18,7,20,30,6,33,6
ENSG00000135829,893,791,135,91,1361,578,681,1203,1647,393,713,1191
ENSG00000134717,391,411,65,43,259,111,261,519,472,77,186,237
ENSG00000278180,0,0,18,6,0,0,0,0,0,18,0,11
ENSG00000232341,2,0,16,11,4,0,4,4,2,6,2,6
ENSG00000287676,10,20,15,6,19,28,15,22,46,7,5,31
ENSG00000236792,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000143207,350,363,77,51,481,145,250,490,470,130,262,299
ENSG00000270859,0,0,0,0,0,0,0,2,2,2,0,0
ENSG00000238224,4,1,4,4,0,0,4,2,4,5,4,1
ENSG00000237492,20,19,4,4,37,16,14,15,18,8,14,14
ENSG00000150681,10,9,6,0,9,7,15,10,23,4,0,40
ENSG00000116906,317,273,77,42,367,137,247,340,367,146,197,280
ENSG00000092969,962,1014,104,67,559,213,678,1325,298,204,255,548
ENSG00000157181,431,454,91,62,465,182,392,693,660,201,370,425
ENSG00000250762,0,0,0,0,0,0,2,0,0,4,0,7
ENSG00000076258,26,20,24,6,19,8,27,38,34,27,2,39
ENSG00000117697,531,539,234,129,657,285,410,743,925,220,517,543
ENSG00000235083,2,2,6,2,0,0,0,2,0,4,0,2
ENSG00000162669,72,61,40,17,45,34,55,111,43,33,34,70
ENSG00000225904,0,0,0,2,0,0,0,0,2,4,0,0
ENSG00000143641,240,226,232,121,393,128,180,339,354,313,264,372
ENSG00000010932,0,3,25,5,0,0,2,2,2,20,0,4
ENSG00000010072,161,132,55,35,85,36,118,196,169,47,67,159
ENSG00000135766,117,103,92,52,211,89,75,141,176,111,125,145
ENSG00000238054,0,0,20,11,1,0,0,2,0,7,4,2
ENSG00000168243,504,433,185,106,286,142,322,613,243,100,92,127
ENSG00000281453,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237469,0,0,16,2,1,0,0,0,0,6,0,0
ENSG00000227613,0,0,8,3,2,0,0,0,0,4,0,0
ENSG00000116183,52,58,107,47,96,21,32,60,62,120,37,53
ENSG00000231612,6,1,0,0,0,2,4,5,4,2,8,4
ENSG00000271036,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170382,277,276,196,119,482,191,199,372,414,159,322,171
ENSG00000226868,0,0,2,0,0,0,0,0,1,1,0,0
ENSG00000279401,2,2,7,7,0,0,0,4,1,2,0,0
ENSG00000287450,0,0,2,2,0,0,0,0,0,0,1,5
ENSG00000237011,0,0,1,0,0,0,3,5,3,0,0,2
ENSG00000066027,404,380,101,74,370,148,306,478,482,158,149,423
ENSG00000173728,8,5,26,21,2,2,7,7,6,14,10,7
ENSG00000225811,2,2,6,6,4,0,5,7,6,2,5,4
ENSG00000273093,1,0,6,0,0,0,0,0,0,0,0,2
ENSG00000185523,8,4,0,0,2,0,0,4,2,2,3,2
ENSG00000116711,96,80,17,11,87,41,62,101,87,40,23,136
ENSG00000226750,0,0,2,6,0,0,2,0,2,0,1,0
ENSG00000285665,8,2,16,2,6,2,0,8,14,16,4,4
ENSG00000231022,0,0,4,2,0,0,0,0,0,0,0,8
ENSG00000224436,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000234915,3,3,1,0,3,0,4,0,13,2,5,5
ENSG00000227585,0,0,0,0,0,0,0,0,6,1,0,0
ENSG00000157060,2,0,9,5,0,0,0,1,2,13,0,0
ENSG00000237213,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000213045,0,6,13,2,4,2,0,6,2,6,4,4
ENSG00000230063,9,3,4,4,5,5,13,18,10,5,8,17
ENSG00000235467,0,0,2,8,0,0,1,0,2,4,0,4
ENSG00000123684,1276,1249,252,121,1157,489,909,1701,2668,302,811,1230
ENSG00000225338,6,4,3,2,6,2,4,4,9,10,4,20
ENSG00000224407,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232463,0,4,12,4,0,0,0,0,0,16,2,8
ENSG00000225171,8,12,0,10,4,6,6,16,6,4,8,17
ENSG00000235386,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213690,0,7,6,3,2,1,0,4,2,17,0,5
ENSG00000229832,4,6,0,1,4,1,2,8,16,5,4,4
ENSG00000237514,0,0,2,0,0,0,0,0,0,0,0,2
ENSG00000287856,0,2,6,4,1,4,0,9,3,6,8,4
ENSG00000203705,142,166,27,32,148,53,118,219,273,53,142,116
ENSG00000224040,0,0,1,2,2,0,0,0,0,8,0,4
ENSG00000228686,15,13,4,0,10,3,14,28,12,6,7,14
ENSG00000174175,18,12,21,16,8,4,8,15,11,53,10,24
ENSG00000236401,0,0,29,7,0,0,0,0,2,10,0,5
ENSG00000215800,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000270936,0,2,1,2,2,0,0,0,3,10,0,3
ENSG00000008118,260,219,126,47,655,214,184,302,407,115,328,163
ENSG00000171161,123,144,118,85,191,71,87,157,270,132,147,189
ENSG00000241505,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000261453,0,0,11,0,4,0,0,2,6,30,2,5
ENSG00000231020,2,0,2,2,0,0,0,2,0,2,0,2
ENSG00000270818,0,2,18,22,0,0,2,0,0,14,0,2
ENSG00000196878,4,5,52,35,36,9,4,18,29,88,32,66
ENSG00000225561,3,1,4,0,2,4,0,1,0,2,2,2
ENSG00000074964,224,197,268,129,355,152,190,274,427,470,330,556
ENSG00000223847,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000277704,0,0,8,4,0,0,0,0,0,2,0,3
ENSG00000240963,1,0,0,0,0,0,0,0,0,4,0,2
ENSG00000226570,0,0,9,5,0,0,0,0,0,12,0,0
ENSG00000198929,883,863,216,147,944,392,687,1176,651,164,586,221
ENSG00000174606,450,433,253,173,465,216,311,493,643,214,229,413
ENSG00000236905,4,2,6,2,2,1,0,0,16,10,9,6
ENSG00000227887,4,2,0,0,4,0,0,2,0,6,2,0
ENSG00000116903,238,223,80,42,301,108,169,319,369,76,189,180
ENSG00000226196,0,0,0,0,0,0,0,2,0,12,2,4
ENSG00000287354,2,2,34,13,4,1,2,4,2,16,3,13
ENSG00000233827,0,0,0,2,0,0,0,0,2,12,0,0
ENSG00000198797,248,243,165,96,774,272,210,393,435,387,409,252
ENSG00000151414,858,850,357,200,344,170,634,1186,1109,410,238,1196
ENSG00000177614,1672,1650,990,576,1687,702,1329,2322,905,458,1025,724
ENSG00000235182,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287157,4,0,26,30,6,4,0,2,1,34,0,14
ENSG00000225755,7,7,8,2,2,0,4,10,4,11,4,5
ENSG00000197472,22,14,11,6,8,8,5,21,4,4,8,8
ENSG00000230184,16,9,2,0,21,5,8,13,6,2,3,3
ENSG00000232436,0,2,0,4,0,0,0,1,8,6,0,3
ENSG00000136643,622,629,133,96,1021,440,461,840,1070,243,583,502
ENSG00000236317,4,1,0,2,0,0,6,0,0,10,0,7
ENSG00000176855,0,0,14,6,0,0,0,2,0,8,0,4
ENSG00000225401,2,2,8,6,4,2,0,6,2,4,0,7
ENSG00000228190,0,0,2,2,0,0,0,0,0,4,0,0
ENSG00000135747,14,10,14,6,0,0,0,0,2,22,1,0
ENSG00000069248,539,441,97,41,516,208,315,596,808,180,302,507
ENSG00000253148,0,0,8,6,0,0,0,0,2,1,0,0
ENSG00000227751,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090104,345,352,16,10,590,217,286,520,1231,64,60,3128
ENSG00000236468,2,0,10,4,0,0,2,4,0,8,0,2
ENSG00000185220,26,24,17,18,77,40,23,50,76,55,47,45
ENSG00000236101,7,2,4,6,15,4,5,24,4,6,9,4
ENSG00000162769,184,161,69,29,152,64,114,259,240,53,129,96
ENSG00000278684,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000236775,7,9,0,0,0,0,2,3,0,4,0,0
ENSG00000042781,71,47,128,74,58,27,36,66,73,111,157,50
ENSG00000228646,2,3,2,0,0,0,2,0,2,4,0,0
ENSG00000233332,17,16,30,18,9,10,8,20,10,20,10,3
ENSG00000231984,0,0,2,4,0,0,0,0,2,2,0,0
ENSG00000277462,55,89,29,15,61,20,46,90,58,15,42,25
ENSG00000035687,329,259,38,38,296,121,226,373,702,78,207,240
ENSG00000180287,70,63,95,40,112,41,59,80,275,68,136,128
ENSG00000226693,0,0,23,2,0,0,2,2,2,17,0,6
ENSG00000231272,13,15,10,8,27,27,15,13,3,8,35,0
ENSG00000223828,3,10,2,0,0,5,5,4,2,10,4,3
ENSG00000226723,2,0,0,0,6,0,2,4,2,2,0,0
ENSG00000272672,14,6,6,0,2,2,2,18,12,10,7,21
ENSG00000235096,11,15,10,2,19,2,12,29,22,7,16,3
ENSG00000007341,221,188,62,40,285,123,157,310,271,114,171,227
ENSG00000143324,616,576,199,93,733,258,469,793,897,178,608,556
ENSG00000225222,9,12,5,7,9,7,2,5,12,10,13,10
ENSG00000198842,4,2,52,32,21,8,9,13,8,120,5,24
ENSG00000286619,631,630,81,58,349,125,507,821,332,186,10,252
ENSG00000198756,779,742,208,116,580,238,588,1094,1295,338,592,834
ENSG00000227554,7,8,6,2,4,6,5,11,3,6,10,8
ENSG00000178596,0,0,20,13,0,0,0,0,0,19,0,6
ENSG00000054282,719,723,278,187,1012,418,539,1001,1146,316,772,722
ENSG00000183780,110,140,95,52,350,160,88,211,211,38,301,44
ENSG00000229663,0,0,4,4,2,0,2,0,0,4,4,0
ENSG00000162702,424,404,70,32,416,193,318,569,761,91,310,420
ENSG00000228530,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000143194,3,11,15,6,26,14,10,18,12,31,33,6
ENSG00000054267,992,1032,328,253,1181,500,770,1329,1788,425,861,1084
ENSG00000287921,7,8,18,6,17,7,2,11,8,3,1,6
ENSG00000232166,10,11,4,2,29,8,22,13,17,2,17,2
ENSG00000175137,194,143,193,108,543,211,123,213,247,194,221,229
ENSG00000134245,213,206,154,93,269,114,136,246,296,158,245,199
ENSG00000187889,19,25,21,15,19,6,18,24,26,28,15,83
ENSG00000097046,107,112,42,10,93,54,60,138,120,50,122,83
ENSG00000231378,17,8,3,0,4,2,6,10,18,4,6,2
ENSG00000235605,2,3,9,3,6,5,4,3,14,7,18,0
ENSG00000224857,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000273367,14,23,6,0,40,16,25,42,34,4,45,8
ENSG00000231605,6,0,6,2,3,0,0,0,2,10,0,5
ENSG00000236358,24,20,12,5,65,29,13,25,21,16,68,14
ENSG00000203737,18,11,14,17,29,20,17,24,16,19,30,36
ENSG00000215873,1,2,27,7,7,1,0,1,0,13,2,12
ENSG00000185420,188,173,66,67,283,132,176,297,287,115,175,176
ENSG00000272175,7,2,0,0,4,2,12,7,4,0,4,6
ENSG00000213070,0,0,10,0,0,0,0,0,0,4,0,2
ENSG00000229747,0,0,0,2,0,0,0,0,0,6,0,0
ENSG00000136636,657,552,186,87,722,243,460,880,1017,290,452,823
ENSG00000225486,6,0,6,0,0,0,2,4,10,6,3,2
ENSG00000163874,14,19,57,40,21,12,9,17,17,46,20,21
ENSG00000213068,0,0,8,1,0,0,0,0,0,2,0,0
ENSG00000054392,35,20,61,33,68,23,27,47,39,115,76,63
ENSG00000188739,2,12,7,9,9,4,9,10,12,10,4,11
ENSG00000273198,3,7,2,2,4,1,6,8,7,2,2,6
ENSG00000225719,2,2,4,1,0,0,2,0,1,4,0,2
ENSG00000273483,4,15,10,8,15,6,10,12,11,16,14,15
ENSG00000232809,0,0,4,3,0,0,0,0,0,2,2,2
ENSG00000285981,0,0,1,3,0,0,0,0,0,3,0,1
ENSG00000215796,5,4,0,2,8,0,0,1,1,4,10,10
ENSG00000233047,3,2,6,0,2,0,2,5,0,10,0,0
ENSG00000143341,63,37,142,79,27,0,58,90,81,200,60,88
ENSG00000116703,34,38,4,2,29,8,39,30,41,6,22,15
ENSG00000264341,0,0,1,0,0,1,0,0,0,2,0,2
ENSG00000264101,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252404,0,0,4,2,0,0,0,0,0,2,0,2
ENSG00000243267,0,0,7,2,0,0,0,4,2,0,1,1
ENSG00000252151,1,2,2,0,1,1,2,1,0,6,0,0
ENSG00000252969,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000252956,0,0,3,2,0,0,0,0,0,2,0,0
ENSG00000284357,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207237,0,0,3,0,0,2,0,1,0,4,0,0
ENSG00000252691,0,0,0,0,2,0,0,0,0,2,1,0
ENSG00000253005,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207941,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000199963,0,0,3,1,3,4,0,0,0,0,0,3
ENSG00000264698,0,2,2,4,0,0,0,0,0,6,0,0
ENSG00000207328,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207466,0,0,1,1,0,1,0,0,0,1,2,1
ENSG00000252368,0,0,2,0,2,4,0,0,0,2,2,0
ENSG00000206779,3,2,0,0,0,0,2,2,1,1,3,2
ENSG00000200796,2,0,1,2,0,0,2,1,0,0,0,0
ENSG00000252190,0,0,2,2,0,0,0,0,0,10,0,6
ENSG00000283724,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284410,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252018,0,0,0,2,0,1,0,0,0,0,0,0
ENSG00000206627,2,1,0,0,4,7,0,0,4,0,4,4
ENSG00000283414,1,1,0,0,1,0,2,2,2,2,1,3
ENSG00000207508,1,5,0,0,2,0,1,5,2,0,2,0
ENSG00000200171,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207194,0,6,0,2,3,2,6,5,6,0,6,6
ENSG00000283477,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263675,0,1,0,0,0,0,0,1,4,0,0,0
ENSG00000238653,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212624,2,0,0,0,6,0,1,0,8,2,2,0
ENSG00000200575,1,2,0,0,3,2,0,0,5,3,2,8
ENSG00000212360,0,0,0,0,4,0,0,1,0,0,0,1
ENSG00000251825,0,0,15,5,0,0,0,0,0,5,0,2
ENSG00000222624,1,8,0,0,0,2,2,2,4,0,4,3
ENSG00000223152,15,14,1,1,0,1,11,22,42,0,2,10
ENSG00000212308,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000276081,2,2,0,0,0,0,4,4,2,0,0,1
ENSG00000239640,0,0,6,6,0,0,0,0,0,4,0,0
ENSG00000252338,4,2,0,0,0,0,4,0,4,0,0,0
ENSG00000239319,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000251767,12,6,0,0,1,0,0,2,1,0,2,1
ENSG00000202263,0,0,3,0,0,0,0,0,0,0,0,1
ENSG00000199318,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199666,0,0,0,0,0,0,0,0,0,2,0,2
ENSG00000200601,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242482,0,0,0,0,0,0,0,1,2,4,0,0
ENSG00000201620,1,1,0,0,2,0,1,0,3,0,0,0
ENSG00000206817,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000264963,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000198974,0,0,6,2,2,0,0,1,1,2,4,4
ENSG00000212248,2,2,0,0,0,0,1,1,0,0,0,2
ENSG00000207962,0,0,4,4,0,3,0,0,0,7,4,0
ENSG00000207234,5,12,2,0,9,4,8,10,8,2,5,4
ENSG00000202259,0,1,3,3,2,2,1,5,2,0,0,0
ENSG00000212459,1,0,0,0,0,0,1,4,0,0,0,1
ENSG00000263526,0,0,0,2,1,0,1,4,0,1,0,0
ENSG00000211575,0,0,2,0,2,2,6,0,2,3,4,0
ENSG00000202254,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000201491,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000275455,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000200800,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252530,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200536,0,1,5,3,0,0,0,0,0,2,0,4
ENSG00000211543,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000252797,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212266,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222209,0,0,5,3,0,0,0,2,0,1,0,0
ENSG00000277141,0,0,0,0,0,0,0,0,0,2,0,2
ENSG00000215930,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000238761,0,0,2,2,0,0,0,0,0,2,0,3
ENSG00000222069,4,4,9,1,2,1,2,6,4,10,3,6
ENSG00000252005,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252510,1,0,2,0,2,0,0,0,0,0,0,2
ENSG00000252830,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283296,1,3,0,0,0,1,2,3,4,1,0,6
ENSG00000252717,0,0,0,0,4,0,0,0,6,0,7,0
ENSG00000277313,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000207472,0,0,2,0,4,4,0,0,2,0,2,8
ENSG00000199849,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212538,0,1,0,0,0,0,0,0,0,0,0,2
ENSG00000251813,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000207108,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202491,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201596,0,0,6,0,0,0,0,0,2,0,0,0
ENSG00000273629,0,0,4,0,3,0,0,0,3,2,0,0
ENSG00000201493,0,0,1,0,0,0,0,0,0,2,0,0
ENSG00000200139,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253025,0,0,0,0,0,2,0,0,3,0,0,0
ENSG00000201544,2,1,0,0,2,2,3,4,2,0,6,3
ENSG00000202498,0,0,0,4,0,0,0,1,0,2,0,1
ENSG00000221545,0,0,0,0,0,1,0,0,3,4,2,1
ENSG00000252906,5,10,0,4,10,0,8,6,9,0,5,9
ENSG00000202329,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000242794,0,0,0,3,0,0,0,0,0,3,0,0
ENSG00000283340,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252860,0,0,0,1,0,0,0,0,0,2,0,0
ENSG00000263390,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207181,18,11,6,2,37,19,8,17,53,17,30,55
ENSG00000264377,0,0,4,0,0,0,0,0,1,0,0,0
ENSG00000207149,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284485,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239494,0,0,8,6,0,0,0,1,5,6,0,6
ENSG00000199442,0,2,1,0,2,2,0,3,3,0,0,0
ENSG00000239690,0,0,4,2,0,0,0,0,0,1,0,2
ENSG00000202184,0,8,0,2,11,4,0,4,12,2,2,2
ENSG00000241395,10,6,0,0,4,2,7,5,1,2,4,2
ENSG00000200982,2,2,0,0,0,2,1,4,5,2,1,0
ENSG00000222407,0,0,4,0,0,0,0,1,1,6,0,3
ENSG00000200495,2,0,0,0,2,0,2,0,0,0,0,1
ENSG00000202609,1,0,0,0,2,0,1,1,0,1,0,0
ENSG00000252553,0,0,6,2,0,0,0,0,0,4,1,2
ENSG00000222240,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000212187,0,0,0,0,1,0,0,0,0,0,0,0
